Code,Source,Exchange,Symbol,Depth,Rule,Name,Method,Data Start Date
SCF/CME_BO1_EF,SCF,CME,BO,1,EF,CBOT Soybean Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",20/09/1961
SCF/CME_BO1_EN,SCF,CME,BO,1,EN,CBOT Soybean Oil,"Roll on Last Trading Day, No Price Adjustment",20/09/1961
SCF/CME_BO1_ER,SCF,CME,BO,1,ER,CBOT Soybean Oil,"Roll on Last Trading Day, Backwards Ratio Method",20/09/1961
SCF/CME_BO1_EW,SCF,CME,BO,1,EW,CBOT Soybean Oil,"Roll on Last Trading Day, Calendar-Weighted Method",20/09/1961
SCF/CME_BO1_FB,SCF,CME,BO,1,FB,CBOT Soybean Oil,"Roll on First Day of Month, Backwards Panama Canal Method",20/09/1961
SCF/CME_BO1_FF,SCF,CME,BO,1,FF,CBOT Soybean Oil,"Roll on First Day of Month, Forwards Panama Canal Method",20/09/1961
SCF/CME_BO1_FN,SCF,CME,BO,1,FN,CBOT Soybean Oil,"Roll on First Day of Month, No Price Adjustment",20/09/1961
SCF/CME_BO1_FR,SCF,CME,BO,1,FR,CBOT Soybean Oil,"Roll on First Day of Month, Backwards Ratio Method",20/09/1961
SCF/CME_BO1_FW,SCF,CME,BO,1,FW,CBOT Soybean Oil,"Roll on First Day of Month, Calendar-Weighted Method",20/09/1961
SCF/CME_BO1_OB,SCF,CME,BO,1,OB,CBOT Soybean Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",20/09/1961
SCF/CME_BO1_OF,SCF,CME,BO,1,OF,CBOT Soybean Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",20/09/1961
SCF/CME_BO1_ON,SCF,CME,BO,1,ON,CBOT Soybean Oil,"Roll on Open Interest Switch, No Price Adjustment",20/09/1961
SCF/CME_BO1_OR,SCF,CME,BO,1,OR,CBOT Soybean Oil,"Roll on Open Interest Switch, Backwards Ratio Method",20/09/1961
SCF/CME_BO2_EB,SCF,CME,BO,2,EB,CBOT Soybean Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",20/09/1961
SCF/CME_BO2_EF,SCF,CME,BO,2,EF,CBOT Soybean Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",20/09/1961
SCF/CME_BO2_EN,SCF,CME,BO,2,EN,CBOT Soybean Oil,"Roll on Last Trading Day, No Price Adjustment",20/09/1961
SCF/CME_BO2_ER,SCF,CME,BO,2,ER,CBOT Soybean Oil,"Roll on Last Trading Day, Backwards Ratio Method",20/09/1961
SCF/CME_BO2_EW,SCF,CME,BO,2,EW,CBOT Soybean Oil,"Roll on Last Trading Day, Calendar-Weighted Method",20/09/1961
SCF/CME_BO2_FB,SCF,CME,BO,2,FB,CBOT Soybean Oil,"Roll on First Day of Month, Backwards Panama Canal Method",20/09/1961
SCF/CME_BO2_FF,SCF,CME,BO,2,FF,CBOT Soybean Oil,"Roll on First Day of Month, Forwards Panama Canal Method",20/09/1961
SCF/CME_BO2_FN,SCF,CME,BO,2,FN,CBOT Soybean Oil,"Roll on First Day of Month, No Price Adjustment",20/09/1961
SCF/CME_BO2_FR,SCF,CME,BO,2,FR,CBOT Soybean Oil,"Roll on First Day of Month, Backwards Ratio Method",20/09/1961
SCF/CME_BO2_FW,SCF,CME,BO,2,FW,CBOT Soybean Oil,"Roll on First Day of Month, Calendar-Weighted Method",20/09/1961
SCF/CME_BO2_OB,SCF,CME,BO,2,OB,CBOT Soybean Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",20/09/1961
SCF/CME_BO2_OF,SCF,CME,BO,2,OF,CBOT Soybean Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",20/09/1961
SCF/CME_BO2_ON,SCF,CME,BO,2,ON,CBOT Soybean Oil,"Roll on Open Interest Switch, No Price Adjustment",20/09/1961
SCF/CME_BO2_OR,SCF,CME,BO,2,OR,CBOT Soybean Oil,"Roll on Open Interest Switch, Backwards Ratio Method",20/09/1961
SCF/CME_S1_EB,SCF,CME,S,1,EB,CBOT Soybeans,"Roll on Last Trading Day, Backwards Panama Canal Method",21/01/1970
SCF/CME_S1_EF,SCF,CME,S,1,EF,CBOT Soybeans,"Roll on Last Trading Day, Forwards Panama Canal Method",21/01/1970
SCF/CME_S1_EN,SCF,CME,S,1,EN,CBOT Soybeans,"Roll on Last Trading Day, No Price Adjustment",21/01/1970
SCF/CME_S1_ER,SCF,CME,S,1,ER,CBOT Soybeans,"Roll on Last Trading Day, Backwards Ratio Method",21/01/1970
SCF/CME_S1_EW,SCF,CME,S,1,EW,CBOT Soybeans,"Roll on Last Trading Day, Calendar-Weighted Method",21/01/1970
SCF/CME_S1_FB,SCF,CME,S,1,FB,CBOT Soybeans,"Roll on First Day of Month, Backwards Panama Canal Method",21/01/1970
SCF/CME_S1_FF,SCF,CME,S,1,FF,CBOT Soybeans,"Roll on First Day of Month, Forwards Panama Canal Method",21/01/1970
SCF/CME_S1_FN,SCF,CME,S,1,FN,CBOT Soybeans,"Roll on First Day of Month, No Price Adjustment",21/01/1970
SCF/CME_S1_FR,SCF,CME,S,1,FR,CBOT Soybeans,"Roll on First Day of Month, Backwards Ratio Method",21/01/1970
SCF/CME_S1_FW,SCF,CME,S,1,FW,CBOT Soybeans,"Roll on First Day of Month, Calendar-Weighted Method",21/01/1970
SCF/CME_S1_OB,SCF,CME,S,1,OB,CBOT Soybeans,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/01/1970
SCF/CME_S1_OF,SCF,CME,S,1,OF,CBOT Soybeans,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/01/1970
SCF/CME_S1_ON,SCF,CME,S,1,ON,CBOT Soybeans,"Roll on Open Interest Switch, No Price Adjustment",21/01/1970
SCF/CME_S1_OR,SCF,CME,S,1,OR,CBOT Soybeans,"Roll on Open Interest Switch, Backwards Ratio Method",21/01/1970
SCF/CME_S2_EB,SCF,CME,S,2,EB,CBOT Soybeans,"Roll on Last Trading Day, Backwards Panama Canal Method",21/01/1970
SCF/CME_S2_EF,SCF,CME,S,2,EF,CBOT Soybeans,"Roll on Last Trading Day, Forwards Panama Canal Method",21/01/1970
SCF/CME_S2_EN,SCF,CME,S,2,EN,CBOT Soybeans,"Roll on Last Trading Day, No Price Adjustment",21/01/1970
SCF/CME_S2_ER,SCF,CME,S,2,ER,CBOT Soybeans,"Roll on Last Trading Day, Backwards Ratio Method",21/01/1970
SCF/CME_S2_EW,SCF,CME,S,2,EW,CBOT Soybeans,"Roll on Last Trading Day, Calendar-Weighted Method",21/01/1970
SCF/CME_S2_FB,SCF,CME,S,2,FB,CBOT Soybeans,"Roll on First Day of Month, Backwards Panama Canal Method",21/01/1970
SCF/CME_S2_FF,SCF,CME,S,2,FF,CBOT Soybeans,"Roll on First Day of Month, Forwards Panama Canal Method",21/01/1970
SCF/CME_S2_FN,SCF,CME,S,2,FN,CBOT Soybeans,"Roll on First Day of Month, No Price Adjustment",21/01/1970
SCF/CME_S2_FR,SCF,CME,S,2,FR,CBOT Soybeans,"Roll on First Day of Month, Backwards Ratio Method",21/01/1970
SCF/CME_S2_FW,SCF,CME,S,2,FW,CBOT Soybeans,"Roll on First Day of Month, Calendar-Weighted Method",21/01/1970
SCF/CME_S2_OB,SCF,CME,S,2,OB,CBOT Soybeans,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/01/1970
SCF/CME_S2_OF,SCF,CME,S,2,OF,CBOT Soybeans,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/01/1970
SCF/CME_S2_ON,SCF,CME,S,2,ON,CBOT Soybeans,"Roll on Open Interest Switch, No Price Adjustment",21/01/1970
SCF/CME_S2_OR,SCF,CME,S,2,OR,CBOT Soybeans,"Roll on Open Interest Switch, Backwards Ratio Method",21/01/1970
SCF/CME_W1_EB,SCF,CME,W,1,EB,CBOT Wheat,"Roll on Last Trading Day, Backwards Panama Canal Method",21/12/1959
SCF/CME_W1_EF,SCF,CME,W,1,EF,CBOT Wheat,"Roll on Last Trading Day, Forwards Panama Canal Method",21/12/1959
SCF/CME_W1_EN,SCF,CME,W,1,EN,CBOT Wheat,"Roll on Last Trading Day, No Price Adjustment",21/12/1959
SCF/CME_W1_ER,SCF,CME,W,1,ER,CBOT Wheat,"Roll on Last Trading Day, Backwards Ratio Method",21/12/1959
SCF/CME_W1_EW,SCF,CME,W,1,EW,CBOT Wheat,"Roll on Last Trading Day, Calendar-Weighted Method",21/12/1959
SCF/CME_W1_FB,SCF,CME,W,1,FB,CBOT Wheat,"Roll on First Day of Month, Backwards Panama Canal Method",21/12/1959
SCF/CME_W1_FF,SCF,CME,W,1,FF,CBOT Wheat,"Roll on First Day of Month, Forwards Panama Canal Method",21/12/1959
SCF/CME_W1_FN,SCF,CME,W,1,FN,CBOT Wheat,"Roll on First Day of Month, No Price Adjustment",21/12/1959
SCF/CME_W1_FR,SCF,CME,W,1,FR,CBOT Wheat,"Roll on First Day of Month, Backwards Ratio Method",21/12/1959
SCF/CME_W1_FW,SCF,CME,W,1,FW,CBOT Wheat,"Roll on First Day of Month, Calendar-Weighted Method",21/12/1959
SCF/CME_W1_OB,SCF,CME,W,1,OB,CBOT Wheat,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/12/1959
SCF/CME_W1_OF,SCF,CME,W,1,OF,CBOT Wheat,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/12/1959
SCF/CME_W1_ON,SCF,CME,W,1,ON,CBOT Wheat,"Roll on Open Interest Switch, No Price Adjustment",21/12/1959
SCF/CME_W1_OR,SCF,CME,W,1,OR,CBOT Wheat,"Roll on Open Interest Switch, Backwards Ratio Method",21/12/1959
SCF/CME_W2_EB,SCF,CME,W,2,EB,CBOT Wheat,"Roll on Last Trading Day, Backwards Panama Canal Method",21/12/1959
SCF/CME_W2_EF,SCF,CME,W,2,EF,CBOT Wheat,"Roll on Last Trading Day, Forwards Panama Canal Method",21/12/1959
SCF/CME_W2_EN,SCF,CME,W,2,EN,CBOT Wheat,"Roll on Last Trading Day, No Price Adjustment",21/12/1959
SCF/CME_W2_ER,SCF,CME,W,2,ER,CBOT Wheat,"Roll on Last Trading Day, Backwards Ratio Method",21/12/1959
SCF/CME_W2_EW,SCF,CME,W,2,EW,CBOT Wheat,"Roll on Last Trading Day, Calendar-Weighted Method",21/12/1959
SCF/CME_W2_FB,SCF,CME,W,2,FB,CBOT Wheat,"Roll on First Day of Month, Backwards Panama Canal Method",21/12/1959
SCF/CME_W2_FF,SCF,CME,W,2,FF,CBOT Wheat,"Roll on First Day of Month, Forwards Panama Canal Method",21/12/1959
SCF/CME_W2_FN,SCF,CME,W,2,FN,CBOT Wheat,"Roll on First Day of Month, No Price Adjustment",21/12/1959
SCF/CME_W2_FR,SCF,CME,W,2,FR,CBOT Wheat,"Roll on First Day of Month, Backwards Ratio Method",21/12/1959
SCF/CME_W2_FW,SCF,CME,W,2,FW,CBOT Wheat,"Roll on First Day of Month, Calendar-Weighted Method",21/12/1959
SCF/CME_W2_OB,SCF,CME,W,2,OB,CBOT Wheat,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/12/1959
SCF/CME_W2_OF,SCF,CME,W,2,OF,CBOT Wheat,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/12/1959
SCF/CME_W2_ON,SCF,CME,W,2,ON,CBOT Wheat,"Roll on Open Interest Switch, No Price Adjustment",21/12/1959
SCF/CME_W2_OR,SCF,CME,W,2,OR,CBOT Wheat,"Roll on Open Interest Switch, Backwards Ratio Method",21/12/1959
SCF/CME_AD1_EB,SCF,CME,AD,1,EB,CME Australian Dollar AUD,"Roll on Last Trading Day, Backwards Panama Canal Method",16/03/1987
SCF/CME_AD1_EF,SCF,CME,AD,1,EF,CME Australian Dollar AUD,"Roll on Last Trading Day, Forwards Panama Canal Method",16/03/1987
SCF/CME_AD1_EN,SCF,CME,AD,1,EN,CME Australian Dollar AUD,"Roll on Last Trading Day, No Price Adjustment",16/03/1987
SCF/CME_AD1_ER,SCF,CME,AD,1,ER,CME Australian Dollar AUD,"Roll on Last Trading Day, Backwards Ratio Method",16/03/1987
SCF/CME_AD1_EW,SCF,CME,AD,1,EW,CME Australian Dollar AUD,"Roll on Last Trading Day, Calendar-Weighted Method",16/03/1987
SCF/CME_AD1_FB,SCF,CME,AD,1,FB,CME Australian Dollar AUD,"Roll on First Day of Month, Backwards Panama Canal Method",16/03/1987
SCF/CME_AD1_FF,SCF,CME,AD,1,FF,CME Australian Dollar AUD,"Roll on First Day of Month, Forwards Panama Canal Method",16/03/1987
SCF/CME_AD1_FN,SCF,CME,AD,1,FN,CME Australian Dollar AUD,"Roll on First Day of Month, No Price Adjustment",16/03/1987
SCF/CME_AD1_FR,SCF,CME,AD,1,FR,CME Australian Dollar AUD,"Roll on First Day of Month, Backwards Ratio Method",16/03/1987
SCF/CME_AD1_FW,SCF,CME,AD,1,FW,CME Australian Dollar AUD,"Roll on First Day of Month, Calendar-Weighted Method",16/03/1987
SCF/CME_AD1_OB,SCF,CME,AD,1,OB,CME Australian Dollar AUD,"Roll on Open Interest Switch, Backwards Panama Canal Method",16/03/1987
SCF/CME_AD1_OF,SCF,CME,AD,1,OF,CME Australian Dollar AUD,"Roll on Open Interest Switch, Forwards Panama Canal Method",16/03/1987
SCF/CME_AD1_ON,SCF,CME,AD,1,ON,CME Australian Dollar AUD,"Roll on Open Interest Switch, No Price Adjustment",16/03/1987
SCF/CME_AD1_OR,SCF,CME,AD,1,OR,CME Australian Dollar AUD,"Roll on Open Interest Switch, Backwards Ratio Method",16/03/1987
SCF/CME_BP1_EB,SCF,CME,BP,1,EB,CME British Pound GBP,"Roll on Last Trading Day, Backwards Panama Canal Method",15/09/1975
SCF/CME_BP1_EF,SCF,CME,BP,1,EF,CME British Pound GBP,"Roll on Last Trading Day, Forwards Panama Canal Method",15/09/1975
SCF/CME_BP1_EN,SCF,CME,BP,1,EN,CME British Pound GBP,"Roll on Last Trading Day, No Price Adjustment",15/09/1975
SCF/CME_BP1_ER,SCF,CME,BP,1,ER,CME British Pound GBP,"Roll on Last Trading Day, Backwards Ratio Method",15/09/1975
SCF/CME_BP1_EW,SCF,CME,BP,1,EW,CME British Pound GBP,"Roll on Last Trading Day, Calendar-Weighted Method",15/09/1975
SCF/CME_BP1_FB,SCF,CME,BP,1,FB,CME British Pound GBP,"Roll on First Day of Month, Backwards Panama Canal Method",15/09/1975
SCF/CME_BP1_FF,SCF,CME,BP,1,FF,CME British Pound GBP,"Roll on First Day of Month, Forwards Panama Canal Method",15/09/1975
SCF/CME_BP1_FN,SCF,CME,BP,1,FN,CME British Pound GBP,"Roll on First Day of Month, No Price Adjustment",15/09/1975
SCF/CME_BP1_FR,SCF,CME,BP,1,FR,CME British Pound GBP,"Roll on First Day of Month, Backwards Ratio Method",15/09/1975
SCF/CME_BP1_FW,SCF,CME,BP,1,FW,CME British Pound GBP,"Roll on First Day of Month, Calendar-Weighted Method",15/09/1975
SCF/CME_BP1_OB,SCF,CME,BP,1,OB,CME British Pound GBP,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/09/1975
SCF/CME_BP1_OF,SCF,CME,BP,1,OF,CME British Pound GBP,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/09/1975
SCF/CME_BP1_ON,SCF,CME,BP,1,ON,CME British Pound GBP,"Roll on Open Interest Switch, No Price Adjustment",15/09/1975
SCF/CME_BP1_OR,SCF,CME,BP,1,OR,CME British Pound GBP,"Roll on Open Interest Switch, Backwards Ratio Method",15/09/1975
SCF/CME_BP2_EB,SCF,CME,BP,2,EB,CME British Pound GBP,"Roll on Last Trading Day, Backwards Panama Canal Method",15/09/1975
SCF/CME_BP2_EF,SCF,CME,BP,2,EF,CME British Pound GBP,"Roll on Last Trading Day, Forwards Panama Canal Method",15/09/1975
SCF/CME_BP2_EN,SCF,CME,BP,2,EN,CME British Pound GBP,"Roll on Last Trading Day, No Price Adjustment",15/09/1975
SCF/CME_BP2_ER,SCF,CME,BP,2,ER,CME British Pound GBP,"Roll on Last Trading Day, Backwards Ratio Method",15/09/1975
SCF/CME_BP2_EW,SCF,CME,BP,2,EW,CME British Pound GBP,"Roll on Last Trading Day, Calendar-Weighted Method",15/09/1975
SCF/CME_BP2_FB,SCF,CME,BP,2,FB,CME British Pound GBP,"Roll on First Day of Month, Backwards Panama Canal Method",15/09/1975
SCF/CME_BP2_FF,SCF,CME,BP,2,FF,CME British Pound GBP,"Roll on First Day of Month, Forwards Panama Canal Method",15/09/1975
SCF/CME_BP2_FN,SCF,CME,BP,2,FN,CME British Pound GBP,"Roll on First Day of Month, No Price Adjustment",15/09/1975
SCF/CME_BP2_FR,SCF,CME,BP,2,FR,CME British Pound GBP,"Roll on First Day of Month, Backwards Ratio Method",15/09/1975
SCF/CME_BP2_FW,SCF,CME,BP,2,FW,CME British Pound GBP,"Roll on First Day of Month, Calendar-Weighted Method",15/09/1975
SCF/CME_BP2_OB,SCF,CME,BP,2,OB,CME British Pound GBP,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/09/1975
SCF/CME_BP2_OF,SCF,CME,BP,2,OF,CME British Pound GBP,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/09/1975
SCF/CME_BP2_ON,SCF,CME,BP,2,ON,CME British Pound GBP,"Roll on Open Interest Switch, No Price Adjustment",15/09/1975
SCF/CME_BP2_OR,SCF,CME,BP,2,OR,CME British Pound GBP,"Roll on Open Interest Switch, Backwards Ratio Method",15/09/1975
SCF/CME_CD1_EB,SCF,CME,CD,1,EB,CME Canadian Dollar CAD,"Roll on Last Trading Day, Backwards Panama Canal Method",14/06/1977
SCF/CME_CD1_EF,SCF,CME,CD,1,EF,CME Canadian Dollar CAD,"Roll on Last Trading Day, Forwards Panama Canal Method",14/06/1977
SCF/CME_CD1_EN,SCF,CME,CD,1,EN,CME Canadian Dollar CAD,"Roll on Last Trading Day, No Price Adjustment",14/06/1977
SCF/CME_CD1_ER,SCF,CME,CD,1,ER,CME Canadian Dollar CAD,"Roll on Last Trading Day, Backwards Ratio Method",14/06/1977
SCF/CME_CD1_EW,SCF,CME,CD,1,EW,CME Canadian Dollar CAD,"Roll on Last Trading Day, Calendar-Weighted Method",14/06/1977
SCF/CME_CD1_FB,SCF,CME,CD,1,FB,CME Canadian Dollar CAD,"Roll on First Day of Month, Backwards Panama Canal Method",14/06/1977
SCF/CME_CD1_FF,SCF,CME,CD,1,FF,CME Canadian Dollar CAD,"Roll on First Day of Month, Forwards Panama Canal Method",14/06/1977
SCF/CME_CD1_FN,SCF,CME,CD,1,FN,CME Canadian Dollar CAD,"Roll on First Day of Month, No Price Adjustment",14/06/1977
SCF/CME_CD1_FR,SCF,CME,CD,1,FR,CME Canadian Dollar CAD,"Roll on First Day of Month, Backwards Ratio Method",14/06/1977
SCF/CME_CD1_FW,SCF,CME,CD,1,FW,CME Canadian Dollar CAD,"Roll on First Day of Month, Calendar-Weighted Method",14/06/1977
SCF/CME_CD1_OB,SCF,CME,CD,1,OB,CME Canadian Dollar CAD,"Roll on Open Interest Switch, Backwards Panama Canal Method",14/06/1977
SCF/CME_CD1_OF,SCF,CME,CD,1,OF,CME Canadian Dollar CAD,"Roll on Open Interest Switch, Forwards Panama Canal Method",14/06/1977
SCF/CME_CD1_ON,SCF,CME,CD,1,ON,CME Canadian Dollar CAD,"Roll on Open Interest Switch, No Price Adjustment",14/06/1977
SCF/CME_CD1_OR,SCF,CME,CD,1,OR,CME Canadian Dollar CAD,"Roll on Open Interest Switch, Backwards Ratio Method",14/06/1977
SCF/CME_CD2_EB,SCF,CME,CD,2,EB,CME Canadian Dollar CAD,"Roll on Last Trading Day, Backwards Panama Canal Method",14/06/1977
SCF/CME_CD2_EF,SCF,CME,CD,2,EF,CME Canadian Dollar CAD,"Roll on Last Trading Day, Forwards Panama Canal Method",14/06/1977
SCF/CME_CD2_EN,SCF,CME,CD,2,EN,CME Canadian Dollar CAD,"Roll on Last Trading Day, No Price Adjustment",14/06/1977
SCF/CME_CD2_ER,SCF,CME,CD,2,ER,CME Canadian Dollar CAD,"Roll on Last Trading Day, Backwards Ratio Method",14/06/1977
SCF/CME_CD2_EW,SCF,CME,CD,2,EW,CME Canadian Dollar CAD,"Roll on Last Trading Day, Calendar-Weighted Method",14/06/1977
SCF/CME_CD2_FB,SCF,CME,CD,2,FB,CME Canadian Dollar CAD,"Roll on First Day of Month, Backwards Panama Canal Method",14/06/1977
SCF/CME_CD2_FF,SCF,CME,CD,2,FF,CME Canadian Dollar CAD,"Roll on First Day of Month, Forwards Panama Canal Method",14/06/1977
SCF/CME_CD2_FN,SCF,CME,CD,2,FN,CME Canadian Dollar CAD,"Roll on First Day of Month, No Price Adjustment",14/06/1977
SCF/CME_CD2_FR,SCF,CME,CD,2,FR,CME Canadian Dollar CAD,"Roll on First Day of Month, Backwards Ratio Method",14/06/1977
SCF/CME_CD2_FW,SCF,CME,CD,2,FW,CME Canadian Dollar CAD,"Roll on First Day of Month, Calendar-Weighted Method",14/06/1977
SCF/CME_CD2_OB,SCF,CME,CD,2,OB,CME Canadian Dollar CAD,"Roll on Open Interest Switch, Backwards Panama Canal Method",14/06/1977
SCF/CME_CD2_OF,SCF,CME,CD,2,OF,CME Canadian Dollar CAD,"Roll on Open Interest Switch, Forwards Panama Canal Method",14/06/1977
SCF/CME_CD2_ON,SCF,CME,CD,2,ON,CME Canadian Dollar CAD,"Roll on Open Interest Switch, No Price Adjustment",14/06/1977
SCF/CME_CD2_OR,SCF,CME,CD,2,OR,CME Canadian Dollar CAD,"Roll on Open Interest Switch, Backwards Ratio Method",14/06/1977
SCF/CME_EC1_EB,SCF,CME,EC,1,EB,CME Euro FX,"Roll on Last Trading Day, Backwards Panama Canal Method",15/03/1999
SCF/CME_EC1_EF,SCF,CME,EC,1,EF,CME Euro FX,"Roll on Last Trading Day, Forwards Panama Canal Method",15/03/1999
SCF/CME_EC1_EN,SCF,CME,EC,1,EN,CME Euro FX,"Roll on Last Trading Day, No Price Adjustment",15/03/1999
SCF/CME_EC1_ER,SCF,CME,EC,1,ER,CME Euro FX,"Roll on Last Trading Day, Backwards Ratio Method",15/03/1999
SCF/CME_EC1_EW,SCF,CME,EC,1,EW,CME Euro FX,"Roll on Last Trading Day, Calendar-Weighted Method",15/03/1999
SCF/CME_EC1_FB,SCF,CME,EC,1,FB,CME Euro FX,"Roll on First Day of Month, Backwards Panama Canal Method",15/03/1999
SCF/CME_EC1_FF,SCF,CME,EC,1,FF,CME Euro FX,"Roll on First Day of Month, Forwards Panama Canal Method",15/03/1999
SCF/CME_EC1_FN,SCF,CME,EC,1,FN,CME Euro FX,"Roll on First Day of Month, No Price Adjustment",15/03/1999
SCF/CME_EC1_FR,SCF,CME,EC,1,FR,CME Euro FX,"Roll on First Day of Month, Backwards Ratio Method",15/03/1999
SCF/CME_EC1_FW,SCF,CME,EC,1,FW,CME Euro FX,"Roll on First Day of Month, Calendar-Weighted Method",15/03/1999
SCF/CME_EC1_OB,SCF,CME,EC,1,OB,CME Euro FX,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/03/1999
SCF/CME_EC1_OF,SCF,CME,EC,1,OF,CME Euro FX,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/03/1999
SCF/CME_EC1_ON,SCF,CME,EC,1,ON,CME Euro FX,"Roll on Open Interest Switch, No Price Adjustment",15/03/1999
SCF/CME_EC1_OR,SCF,CME,EC,1,OR,CME Euro FX,"Roll on Open Interest Switch, Backwards Ratio Method",15/03/1999
SCF/CME_EC2_EB,SCF,CME,EC,2,EB,CME Euro FX,"Roll on Last Trading Day, Backwards Panama Canal Method",15/03/1999
SCF/CME_EC2_EF,SCF,CME,EC,2,EF,CME Euro FX,"Roll on Last Trading Day, Forwards Panama Canal Method",15/03/1999
SCF/CME_EC2_EN,SCF,CME,EC,2,EN,CME Euro FX,"Roll on Last Trading Day, No Price Adjustment",15/03/1999
SCF/CME_EC2_ER,SCF,CME,EC,2,ER,CME Euro FX,"Roll on Last Trading Day, Backwards Ratio Method",15/03/1999
SCF/CME_EC2_EW,SCF,CME,EC,2,EW,CME Euro FX,"Roll on Last Trading Day, Calendar-Weighted Method",15/03/1999
SCF/CME_EC2_FB,SCF,CME,EC,2,FB,CME Euro FX,"Roll on First Day of Month, Backwards Panama Canal Method",15/03/1999
SCF/CME_EC2_FF,SCF,CME,EC,2,FF,CME Euro FX,"Roll on First Day of Month, Forwards Panama Canal Method",15/03/1999
SCF/CME_EC2_FN,SCF,CME,EC,2,FN,CME Euro FX,"Roll on First Day of Month, No Price Adjustment",15/03/1999
SCF/CME_EC2_FR,SCF,CME,EC,2,FR,CME Euro FX,"Roll on First Day of Month, Backwards Ratio Method",15/03/1999
SCF/CME_EC2_FW,SCF,CME,EC,2,FW,CME Euro FX,"Roll on First Day of Month, Calendar-Weighted Method",15/03/1999
SCF/CME_EC2_OB,SCF,CME,EC,2,OB,CME Euro FX,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/03/1999
SCF/CME_EC2_OF,SCF,CME,EC,2,OF,CME Euro FX,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/03/1999
SCF/CME_EC2_ON,SCF,CME,EC,2,ON,CME Euro FX,"Roll on Open Interest Switch, No Price Adjustment",15/03/1999
SCF/CME_EC2_OR,SCF,CME,EC,2,OR,CME Euro FX,"Roll on Open Interest Switch, Backwards Ratio Method",15/03/1999
SCF/CME_ED1_EB,SCF,CME,ED,1,EB,CME Eurodollar,"Roll on Last Trading Day, Backwards Panama Canal Method",15/03/1982
SCF/CME_ED1_EF,SCF,CME,ED,1,EF,CME Eurodollar,"Roll on Last Trading Day, Forwards Panama Canal Method",15/03/1982
SCF/CME_ED1_EN,SCF,CME,ED,1,EN,CME Eurodollar,"Roll on Last Trading Day, No Price Adjustment",15/03/1982
SCF/CME_ED1_ER,SCF,CME,ED,1,ER,CME Eurodollar,"Roll on Last Trading Day, Backwards Ratio Method",15/03/1982
SCF/CME_ED1_EW,SCF,CME,ED,1,EW,CME Eurodollar,"Roll on Last Trading Day, Calendar-Weighted Method",15/03/1982
SCF/CME_ED1_FB,SCF,CME,ED,1,FB,CME Eurodollar,"Roll on First Day of Month, Backwards Panama Canal Method",15/03/1982
SCF/CME_ED1_FF,SCF,CME,ED,1,FF,CME Eurodollar,"Roll on First Day of Month, Forwards Panama Canal Method",15/03/1982
SCF/CME_ED1_FN,SCF,CME,ED,1,FN,CME Eurodollar,"Roll on First Day of Month, No Price Adjustment",15/03/1982
SCF/CME_ED1_FR,SCF,CME,ED,1,FR,CME Eurodollar,"Roll on First Day of Month, Backwards Ratio Method",15/03/1982
SCF/CME_ED1_FW,SCF,CME,ED,1,FW,CME Eurodollar,"Roll on First Day of Month, Calendar-Weighted Method",15/03/1982
SCF/CME_ED1_OB,SCF,CME,ED,1,OB,CME Eurodollar,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/03/1982
SCF/CME_ED1_OF,SCF,CME,ED,1,OF,CME Eurodollar,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/03/1982
SCF/CME_ED1_ON,SCF,CME,ED,1,ON,CME Eurodollar,"Roll on Open Interest Switch, No Price Adjustment",15/03/1982
SCF/CME_ED1_OR,SCF,CME,ED,1,OR,CME Eurodollar,"Roll on Open Interest Switch, Backwards Ratio Method",15/03/1982
SCF/CME_ED2_EB,SCF,CME,ED,2,EB,CME Eurodollar,"Roll on Last Trading Day, Backwards Panama Canal Method",15/03/1982
SCF/CME_ED2_EF,SCF,CME,ED,2,EF,CME Eurodollar,"Roll on Last Trading Day, Forwards Panama Canal Method",15/03/1982
SCF/CME_ED2_EN,SCF,CME,ED,2,EN,CME Eurodollar,"Roll on Last Trading Day, No Price Adjustment",15/03/1982
