Code,Source,Exchange,Symbol,Depth,Rule,Name,Method,Data Start Date
SCF/CME_MD1_OR,SCF,CME,MD,1,OR,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, Backwards Ratio Method",19/03/1992
SCF/CME_MD2_EB,SCF,CME,MD,2,EB,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Backwards Panama Canal Method",19/03/1992
SCF/CME_MD2_EF,SCF,CME,MD,2,EF,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Forwards Panama Canal Method",19/03/1992
SCF/CME_MD2_EN,SCF,CME,MD,2,EN,CME S&P 400 Midcap Index,"Roll on Last Trading Day, No Price Adjustment",19/03/1992
SCF/CME_MD2_ER,SCF,CME,MD,2,ER,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Backwards Ratio Method",19/03/1992
SCF/CME_MD2_EW,SCF,CME,MD,2,EW,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Calendar-Weighted Method",19/03/1992
SCF/CME_MD2_FB,SCF,CME,MD,2,FB,CME S&P 400 Midcap Index,"Roll on First Day of Month, Backwards Panama Canal Method",19/03/1992
SCF/CME_MD2_FF,SCF,CME,MD,2,FF,CME S&P 400 Midcap Index,"Roll on First Day of Month, Forwards Panama Canal Method",19/03/1992
SCF/CME_MD2_FN,SCF,CME,MD,2,FN,CME S&P 400 Midcap Index,"Roll on First Day of Month, No Price Adjustment",19/03/1992
SCF/CME_MD2_FR,SCF,CME,MD,2,FR,CME S&P 400 Midcap Index,"Roll on First Day of Month, Backwards Ratio Method",19/03/1992
SCF/CME_MD2_FW,SCF,CME,MD,2,FW,CME S&P 400 Midcap Index,"Roll on First Day of Month, Calendar-Weighted Method",19/03/1992
SCF/CME_MD2_OB,SCF,CME,MD,2,OB,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, Backwards Panama Canal Method",19/03/1992
SCF/CME_MD2_OF,SCF,CME,MD,2,OF,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, Forwards Panama Canal Method",19/03/1992
SCF/CME_MD2_ON,SCF,CME,MD,2,ON,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, No Price Adjustment",19/03/1992
SCF/CME_MD2_OR,SCF,CME,MD,2,OR,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, Backwards Ratio Method",19/03/1992
SCF/CME_SP1_EB,SCF,CME,SP,1,EB,CME S&P 500 Index,"Roll on Last Trading Day, Backwards Panama Canal Method",17/06/1982
SCF/CME_SP1_EF,SCF,CME,SP,1,EF,CME S&P 500 Index,"Roll on Last Trading Day, Forwards Panama Canal Method",17/06/1982
SCF/CME_SP1_EN,SCF,CME,SP,1,EN,CME S&P 500 Index,"Roll on Last Trading Day, No Price Adjustment",17/06/1982
SCF/CME_SP1_ER,SCF,CME,SP,1,ER,CME S&P 500 Index,"Roll on Last Trading Day, Backwards Ratio Method",17/06/1982
SCF/CME_SP1_EW,SCF,CME,SP,1,EW,CME S&P 500 Index,"Roll on Last Trading Day, Calendar-Weighted Method",17/06/1982
SCF/CME_SP1_FB,SCF,CME,SP,1,FB,CME S&P 500 Index,"Roll on First Day of Month, Backwards Panama Canal Method",17/06/1982
SCF/CME_SP1_FF,SCF,CME,SP,1,FF,CME S&P 500 Index,"Roll on First Day of Month, Forwards Panama Canal Method",17/06/1982
SCF/CME_SP1_FN,SCF,CME,SP,1,FN,CME S&P 500 Index,"Roll on First Day of Month, No Price Adjustment",17/06/1982
SCF/CME_SP1_FR,SCF,CME,SP,1,FR,CME S&P 500 Index,"Roll on First Day of Month, Backwards Ratio Method",17/06/1982
SCF/CME_SP1_FW,SCF,CME,SP,1,FW,CME S&P 500 Index,"Roll on First Day of Month, Calendar-Weighted Method",17/06/1982
SCF/CME_SP1_OB,SCF,CME,SP,1,OB,CME S&P 500 Index,"Roll on Open Interest Switch, Backwards Panama Canal Method",17/06/1982
SCF/CME_SP1_OF,SCF,CME,SP,1,OF,CME S&P 500 Index,"Roll on Open Interest Switch, Forwards Panama Canal Method",17/06/1982
SCF/CME_SP1_ON,SCF,CME,SP,1,ON,CME S&P 500 Index,"Roll on Open Interest Switch, No Price Adjustment",17/06/1982
SCF/CME_SP1_OR,SCF,CME,SP,1,OR,CME S&P 500 Index,"Roll on Open Interest Switch, Backwards Ratio Method",17/06/1982
SCF/CME_SP2_EB,SCF,CME,SP,2,EB,CME S&P 500 Index,"Roll on Last Trading Day, Backwards Panama Canal Method",17/06/1982
SCF/CME_SP2_EF,SCF,CME,SP,2,EF,CME S&P 500 Index,"Roll on Last Trading Day, Forwards Panama Canal Method",17/06/1982
SCF/CME_SP2_EN,SCF,CME,SP,2,EN,CME S&P 500 Index,"Roll on Last Trading Day, No Price Adjustment",17/06/1982
SCF/CME_SP2_ER,SCF,CME,SP,2,ER,CME S&P 500 Index,"Roll on Last Trading Day, Backwards Ratio Method",17/06/1982
SCF/CME_SP2_EW,SCF,CME,SP,2,EW,CME S&P 500 Index,"Roll on Last Trading Day, Calendar-Weighted Method",17/06/1982
SCF/CME_SP2_FB,SCF,CME,SP,2,FB,CME S&P 500 Index,"Roll on First Day of Month, Backwards Panama Canal Method",17/06/1982
SCF/CME_SP2_FF,SCF,CME,SP,2,FF,CME S&P 500 Index,"Roll on First Day of Month, Forwards Panama Canal Method",17/06/1982
SCF/CME_SP2_FN,SCF,CME,SP,2,FN,CME S&P 500 Index,"Roll on First Day of Month, No Price Adjustment",17/06/1982
SCF/CME_SP2_FR,SCF,CME,SP,2,FR,CME S&P 500 Index,"Roll on First Day of Month, Backwards Ratio Method",17/06/1982
SCF/CME_SP2_FW,SCF,CME,SP,2,FW,CME S&P 500 Index,"Roll on First Day of Month, Calendar-Weighted Method",17/06/1982
SCF/CME_SP2_OB,SCF,CME,SP,2,OB,CME S&P 500 Index,"Roll on Open Interest Switch, Backwards Panama Canal Method",17/06/1982
SCF/CME_SP2_OF,SCF,CME,SP,2,OF,CME S&P 500 Index,"Roll on Open Interest Switch, Forwards Panama Canal Method",17/06/1982
SCF/CME_SP2_ON,SCF,CME,SP,2,ON,CME S&P 500 Index,"Roll on Open Interest Switch, No Price Adjustment",17/06/1982
SCF/CME_SP2_OR,SCF,CME,SP,2,OR,CME S&P 500 Index,"Roll on Open Interest Switch, Backwards Ratio Method",17/06/1982
SCF/CME_ES1_EB,SCF,CME,ES,1,EB,CME S&P 500 Index E-Mini,"Roll on Last Trading Day, Backwards Panama Canal Method",18/12/1997
SCF/CME_ES1_EF,SCF,CME,ES,1,EF,CME S&P 500 Index E-Mini,"Roll on Last Trading Day, Forwards Panama Canal Method",18/12/1997
SCF/CME_ES1_EN,SCF,CME,ES,1,EN,CME S&P 500 Index E-Mini,"Roll on Last Trading Day, No Price Adjustment",18/12/1997
SCF/CME_ES1_ER,SCF,CME,ES,1,ER,CME S&P 500 Index E-Mini,"Roll on Last Trading Day, Backwards Ratio Method",18/12/1997
SCF/CME_ES1_EW,SCF,CME,ES,1,EW,CME S&P 500 Index E-Mini,"Roll on Last Trading Day, Calendar-Weighted Method",18/12/1997
SCF/CME_ES1_FB,SCF,CME,ES,1,FB,CME S&P 500 Index E-Mini,"Roll on First Day of Month, Backwards Panama Canal Method",18/12/1997
SCF/CME_ES1_FF,SCF,CME,ES,1,FF,CME S&P 500 Index E-Mini,"Roll on First Day of Month, Forwards Panama Canal Method",18/12/1997
SCF/CME_ES1_FN,SCF,CME,ES,1,FN,CME S&P 500 Index E-Mini,"Roll on First Day of Month, No Price Adjustment",18/12/1997
SCF/CME_ES1_FR,SCF,CME,ES,1,FR,CME S&P 500 Index E-Mini,"Roll on First Day of Month, Backwards Ratio Method",18/12/1997
SCF/CME_ES1_FW,SCF,CME,ES,1,FW,CME S&P 500 Index E-Mini,"Roll on First Day of Month, Calendar-Weighted Method",18/12/1997
SCF/CME_ES1_OB,SCF,CME,ES,1,OB,CME S&P 500 Index E-Mini,"Roll on Open Interest Switch, Backwards Panama Canal Method",18/12/1997
SCF/CME_ES1_OF,SCF,CME,ES,1,OF,CME S&P 500 Index E-Mini,"Roll on Open Interest Switch, Forwards Panama Canal Method",18/12/1997
SCF/CME_ES1_ON,SCF,CME,ES,1,ON,CME S&P 500 Index E-Mini,"Roll on Open Interest Switch, No Price Adjustment",18/12/1997
SCF/CME_ES1_OR,SCF,CME,ES,1,OR,CME S&P 500 Index E-Mini,"Roll on Open Interest Switch, Backwards Ratio Method",18/12/1997
SCF/CME_SF1_EB,SCF,CME,SF,1,EB,CME Swiss Franc CHF,"Roll on Last Trading Day, Backwards Panama Canal Method",15/09/1975
SCF/CME_SF1_EF,SCF,CME,SF,1,EF,CME Swiss Franc CHF,"Roll on Last Trading Day, Forwards Panama Canal Method",15/09/1975
SCF/CME_SF1_EN,SCF,CME,SF,1,EN,CME Swiss Franc CHF,"Roll on Last Trading Day, No Price Adjustment",15/09/1975
SCF/CME_SF1_ER,SCF,CME,SF,1,ER,CME Swiss Franc CHF,"Roll on Last Trading Day, Backwards Ratio Method",15/09/1975
SCF/CME_SF1_EW,SCF,CME,SF,1,EW,CME Swiss Franc CHF,"Roll on Last Trading Day, Calendar-Weighted Method",15/09/1975
SCF/CME_SF1_FB,SCF,CME,SF,1,FB,CME Swiss Franc CHF,"Roll on First Day of Month, Backwards Panama Canal Method",15/09/1975
SCF/CME_SF1_FF,SCF,CME,SF,1,FF,CME Swiss Franc CHF,"Roll on First Day of Month, Forwards Panama Canal Method",15/09/1975
SCF/CME_SF1_FN,SCF,CME,SF,1,FN,CME Swiss Franc CHF,"Roll on First Day of Month, No Price Adjustment",15/09/1975
SCF/CME_SF1_FR,SCF,CME,SF,1,FR,CME Swiss Franc CHF,"Roll on First Day of Month, Backwards Ratio Method",15/09/1975
SCF/CME_SF1_FW,SCF,CME,SF,1,FW,CME Swiss Franc CHF,"Roll on First Day of Month, Calendar-Weighted Method",15/09/1975
SCF/CME_SF1_OB,SCF,CME,SF,1,OB,CME Swiss Franc CHF,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/09/1975
SCF/CME_SF1_OF,SCF,CME,SF,1,OF,CME Swiss Franc CHF,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/09/1975
SCF/CME_SF1_ON,SCF,CME,SF,1,ON,CME Swiss Franc CHF,"Roll on Open Interest Switch, No Price Adjustment",15/09/1975
SCF/CME_SF1_OR,SCF,CME,SF,1,OR,CME Swiss Franc CHF,"Roll on Open Interest Switch, Backwards Ratio Method",15/09/1975
SCF/ICE_B1_EB,SCF,ICE,B,1,EB,ICE Brent Crude Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",16/12/1993
SCF/ICE_B1_EF,SCF,ICE,B,1,EF,ICE Brent Crude Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",16/12/1993
SCF/ICE_B1_EN,SCF,ICE,B,1,EN,ICE Brent Crude Oil,"Roll on Last Trading Day, No Price Adjustment",16/12/1993
SCF/ICE_B1_ER,SCF,ICE,B,1,ER,ICE Brent Crude Oil,"Roll on Last Trading Day, Backwards Ratio Method",16/12/1993
SCF/ICE_B1_EW,SCF,ICE,B,1,EW,ICE Brent Crude Oil,"Roll on Last Trading Day, Calendar-Weighted Method",16/12/1993
SCF/ICE_B1_FB,SCF,ICE,B,1,FB,ICE Brent Crude Oil,"Roll on First Day of Month, Backwards Panama Canal Method",16/12/1993
SCF/ICE_B1_FF,SCF,ICE,B,1,FF,ICE Brent Crude Oil,"Roll on First Day of Month, Forwards Panama Canal Method",16/12/1993
SCF/ICE_B1_FN,SCF,ICE,B,1,FN,ICE Brent Crude Oil,"Roll on First Day of Month, No Price Adjustment",16/12/1993
SCF/ICE_B1_FR,SCF,ICE,B,1,FR,ICE Brent Crude Oil,"Roll on First Day of Month, Backwards Ratio Method",16/12/1993
SCF/ICE_B1_FW,SCF,ICE,B,1,FW,ICE Brent Crude Oil,"Roll on First Day of Month, Calendar-Weighted Method",16/12/1993
SCF/ICE_B1_OB,SCF,ICE,B,1,OB,ICE Brent Crude Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",16/12/1993
SCF/ICE_B1_OF,SCF,ICE,B,1,OF,ICE Brent Crude Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",16/12/1993
SCF/ICE_B1_ON,SCF,ICE,B,1,ON,ICE Brent Crude Oil,"Roll on Open Interest Switch, No Price Adjustment",16/12/1993
SCF/ICE_B1_OR,SCF,ICE,B,1,OR,ICE Brent Crude Oil,"Roll on Open Interest Switch, Backwards Ratio Method",16/12/1993
SCF/ICE_B2_EB,SCF,ICE,B,2,EB,ICE Brent Crude Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",16/12/1993
SCF/ICE_B2_EF,SCF,ICE,B,2,EF,ICE Brent Crude Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",16/12/1993
SCF/ICE_B2_EN,SCF,ICE,B,2,EN,ICE Brent Crude Oil,"Roll on Last Trading Day, No Price Adjustment",16/12/1993
SCF/ICE_B2_ER,SCF,ICE,B,2,ER,ICE Brent Crude Oil,"Roll on Last Trading Day, Backwards Ratio Method",16/12/1993
SCF/ICE_B2_EW,SCF,ICE,B,2,EW,ICE Brent Crude Oil,"Roll on Last Trading Day, Calendar-Weighted Method",16/12/1993
SCF/ICE_B2_FB,SCF,ICE,B,2,FB,ICE Brent Crude Oil,"Roll on First Day of Month, Backwards Panama Canal Method",16/12/1993
SCF/ICE_B2_FF,SCF,ICE,B,2,FF,ICE Brent Crude Oil,"Roll on First Day of Month, Forwards Panama Canal Method",16/12/1993
SCF/ICE_B2_FN,SCF,ICE,B,2,FN,ICE Brent Crude Oil,"Roll on First Day of Month, No Price Adjustment",16/12/1993
SCF/ICE_B2_FR,SCF,ICE,B,2,FR,ICE Brent Crude Oil,"Roll on First Day of Month, Backwards Ratio Method",16/12/1993
SCF/ICE_B2_FW,SCF,ICE,B,2,FW,ICE Brent Crude Oil,"Roll on First Day of Month, Calendar-Weighted Method",16/12/1993
SCF/ICE_B2_OB,SCF,ICE,B,2,OB,ICE Brent Crude Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",16/12/1993
SCF/ICE_B2_OF,SCF,ICE,B,2,OF,ICE Brent Crude Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",16/12/1993
SCF/ICE_B2_ON,SCF,ICE,B,2,ON,ICE Brent Crude Oil,"Roll on Open Interest Switch, No Price Adjustment",16/12/1993
SCF/ICE_B2_OR,SCF,ICE,B,2,OR,ICE Brent Crude Oil,"Roll on Open Interest Switch, Backwards Ratio Method",16/12/1993
SCF/ICE_MP1_EB,SCF,ICE,MP,1,EB,ICE British Pound GBP,"Roll on Last Trading Day, Backwards Panama Canal Method",21/03/2007
SCF/ICE_MP1_EF,SCF,ICE,MP,1,EF,ICE British Pound GBP,"Roll on Last Trading Day, Forwards Panama Canal Method",21/03/2007
SCF/ICE_MP1_EN,SCF,ICE,MP,1,EN,ICE British Pound GBP,"Roll on Last Trading Day, No Price Adjustment",21/03/2007
SCF/ICE_MP1_ER,SCF,ICE,MP,1,ER,ICE British Pound GBP,"Roll on Last Trading Day, Backwards Ratio Method",21/03/2007
SCF/ICE_MP1_EW,SCF,ICE,MP,1,EW,ICE British Pound GBP,"Roll on Last Trading Day, Calendar-Weighted Method",21/03/2007
SCF/ICE_MP1_FB,SCF,ICE,MP,1,FB,ICE British Pound GBP,"Roll on First Day of Month, Backwards Panama Canal Method",21/03/2007
SCF/ICE_MP1_FF,SCF,ICE,MP,1,FF,ICE British Pound GBP,"Roll on First Day of Month, Forwards Panama Canal Method",21/03/2007
SCF/ICE_MP1_FN,SCF,ICE,MP,1,FN,ICE British Pound GBP,"Roll on First Day of Month, No Price Adjustment",21/03/2007
SCF/ICE_MP1_FR,SCF,ICE,MP,1,FR,ICE British Pound GBP,"Roll on First Day of Month, Backwards Ratio Method",21/03/2007
SCF/ICE_MP1_FW,SCF,ICE,MP,1,FW,ICE British Pound GBP,"Roll on First Day of Month, Calendar-Weighted Method",21/03/2007
SCF/ICE_MP1_OB,SCF,ICE,MP,1,OB,ICE British Pound GBP,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/03/2007
SCF/ICE_MP1_OF,SCF,ICE,MP,1,OF,ICE British Pound GBP,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/03/2007
SCF/ICE_MP1_ON,SCF,ICE,MP,1,ON,ICE British Pound GBP,"Roll on Open Interest Switch, No Price Adjustment",21/03/2007
SCF/ICE_MP1_OR,SCF,ICE,MP,1,OR,ICE British Pound GBP,"Roll on Open Interest Switch, Backwards Ratio Method",21/03/2007
SCF/ICE_MP2_EB,SCF,ICE,MP,2,EB,ICE British Pound GBP,"Roll on Last Trading Day, Backwards Panama Canal Method",21/03/2007
SCF/ICE_MP2_EF,SCF,ICE,MP,2,EF,ICE British Pound GBP,"Roll on Last Trading Day, Forwards Panama Canal Method",21/03/2007
SCF/ICE_MP2_EN,SCF,ICE,MP,2,EN,ICE British Pound GBP,"Roll on Last Trading Day, No Price Adjustment",21/03/2007
SCF/ICE_MP2_ER,SCF,ICE,MP,2,ER,ICE British Pound GBP,"Roll on Last Trading Day, Backwards Ratio Method",21/03/2007
SCF/ICE_MP2_EW,SCF,ICE,MP,2,EW,ICE British Pound GBP,"Roll on Last Trading Day, Calendar-Weighted Method",21/03/2007
SCF/ICE_MP2_FB,SCF,ICE,MP,2,FB,ICE British Pound GBP,"Roll on First Day of Month, Backwards Panama Canal Method",21/03/2007
SCF/ICE_MP2_FF,SCF,ICE,MP,2,FF,ICE British Pound GBP,"Roll on First Day of Month, Forwards Panama Canal Method",21/03/2007
SCF/ICE_MP2_FN,SCF,ICE,MP,2,FN,ICE British Pound GBP,"Roll on First Day of Month, No Price Adjustment",21/03/2007
SCF/ICE_MP2_FR,SCF,ICE,MP,2,FR,ICE British Pound GBP,"Roll on First Day of Month, Backwards Ratio Method",21/03/2007
SCF/ICE_MP2_FW,SCF,ICE,MP,2,FW,ICE British Pound GBP,"Roll on First Day of Month, Calendar-Weighted Method",21/03/2007
SCF/ICE_MP2_OB,SCF,ICE,MP,2,OB,ICE British Pound GBP,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/03/2007
SCF/ICE_MP2_OF,SCF,ICE,MP,2,OF,ICE British Pound GBP,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/03/2007
SCF/ICE_MP2_ON,SCF,ICE,MP,2,ON,ICE British Pound GBP,"Roll on Open Interest Switch, No Price Adjustment",21/03/2007
SCF/ICE_MP2_OR,SCF,ICE,MP,2,OR,ICE British Pound GBP,"Roll on Open Interest Switch, Backwards Ratio Method",21/03/2007
SCF/ICE_CC1_EB,SCF,ICE,CC,1,EB,ICE Cocoa,"Roll on Last Trading Day, Backwards Panama Canal Method",24/03/1970
SCF/ICE_CC1_EF,SCF,ICE,CC,1,EF,ICE Cocoa,"Roll on Last Trading Day, Forwards Panama Canal Method",24/03/1970
SCF/ICE_CC1_EN,SCF,ICE,CC,1,EN,ICE Cocoa,"Roll on Last Trading Day, No Price Adjustment",24/03/1970
SCF/ICE_CC1_ER,SCF,ICE,CC,1,ER,ICE Cocoa,"Roll on Last Trading Day, Backwards Ratio Method",24/03/1970
SCF/ICE_CC1_EW,SCF,ICE,CC,1,EW,ICE Cocoa,"Roll on Last Trading Day, Calendar-Weighted Method",24/03/1970
SCF/ICE_CC1_FB,SCF,ICE,CC,1,FB,ICE Cocoa,"Roll on First Day of Month, Backwards Panama Canal Method",24/03/1970
SCF/ICE_CC1_FF,SCF,ICE,CC,1,FF,ICE Cocoa,"Roll on First Day of Month, Forwards Panama Canal Method",24/03/1970
SCF/ICE_CC1_FN,SCF,ICE,CC,1,FN,ICE Cocoa,"Roll on First Day of Month, No Price Adjustment",24/03/1970
SCF/ICE_CC1_FR,SCF,ICE,CC,1,FR,ICE Cocoa,"Roll on First Day of Month, Backwards Ratio Method",24/03/1970
SCF/ICE_CC1_FW,SCF,ICE,CC,1,FW,ICE Cocoa,"Roll on First Day of Month, Calendar-Weighted Method",24/03/1970
SCF/ICE_CC1_OB,SCF,ICE,CC,1,OB,ICE Cocoa,"Roll on Open Interest Switch, Backwards Panama Canal Method",24/03/1970
SCF/ICE_CC1_OF,SCF,ICE,CC,1,OF,ICE Cocoa,"Roll on Open Interest Switch, Forwards Panama Canal Method",24/03/1970
SCF/ICE_CC1_ON,SCF,ICE,CC,1,ON,ICE Cocoa,"Roll on Open Interest Switch, No Price Adjustment",24/03/1970
SCF/ICE_CC1_OR,SCF,ICE,CC,1,OR,ICE Cocoa,"Roll on Open Interest Switch, Backwards Ratio Method",24/03/1970
SCF/ICE_KC1_EB,SCF,ICE,KC,1,EB,ICE Coffee C,"Roll on Last Trading Day, Backwards Panama Canal Method",26/12/1973
SCF/ICE_KC1_EF,SCF,ICE,KC,1,EF,ICE Coffee C,"Roll on Last Trading Day, Forwards Panama Canal Method",26/12/1973
SCF/ICE_KC1_EN,SCF,ICE,KC,1,EN,ICE Coffee C,"Roll on Last Trading Day, No Price Adjustment",26/12/1973
SCF/ICE_KC1_ER,SCF,ICE,KC,1,ER,ICE Coffee C,"Roll on Last Trading Day, Backwards Ratio Method",26/12/1973
SCF/ICE_KC1_EW,SCF,ICE,KC,1,EW,ICE Coffee C,"Roll on Last Trading Day, Calendar-Weighted Method",26/12/1973
SCF/ICE_KC1_FB,SCF,ICE,KC,1,FB,ICE Coffee C,"Roll on First Day of Month, Backwards Panama Canal Method",26/12/1973
SCF/ICE_KC1_FF,SCF,ICE,KC,1,FF,ICE Coffee C,"Roll on First Day of Month, Forwards Panama Canal Method",26/12/1973
SCF/ICE_KC1_FN,SCF,ICE,KC,1,FN,ICE Coffee C,"Roll on First Day of Month, No Price Adjustment",26/12/1973
SCF/ICE_KC1_FR,SCF,ICE,KC,1,FR,ICE Coffee C,"Roll on First Day of Month, Backwards Ratio Method",26/12/1973
SCF/ICE_KC1_FW,SCF,ICE,KC,1,FW,ICE Coffee C,"Roll on First Day of Month, Calendar-Weighted Method",26/12/1973
SCF/ICE_KC1_OB,SCF,ICE,KC,1,OB,ICE Coffee C,"Roll on Open Interest Switch, Backwards Panama Canal Method",26/12/1973
SCF/ICE_KC1_OF,SCF,ICE,KC,1,OF,ICE Coffee C,"Roll on Open Interest Switch, Forwards Panama Canal Method",26/12/1973
SCF/ICE_KC1_ON,SCF,ICE,KC,1,ON,ICE Coffee C,"Roll on Open Interest Switch, No Price Adjustment",26/12/1973
SCF/ICE_KC1_OR,SCF,ICE,KC,1,OR,ICE Coffee C,"Roll on Open Interest Switch, Backwards Ratio Method",26/12/1973
SCF/ICE_KC2_EB,SCF,ICE,KC,2,EB,ICE Coffee C,"Roll on Last Trading Day, Backwards Panama Canal Method",26/12/1973
SCF/ICE_KC2_EF,SCF,ICE,KC,2,EF,ICE Coffee C,"Roll on Last Trading Day, Forwards Panama Canal Method",26/12/1973
SCF/ICE_KC2_EN,SCF,ICE,KC,2,EN,ICE Coffee C,"Roll on Last Trading Day, No Price Adjustment",26/12/1973
SCF/ICE_KC2_ER,SCF,ICE,KC,2,ER,ICE Coffee C,"Roll on Last Trading Day, Backwards Ratio Method",26/12/1973
SCF/ICE_KC2_EW,SCF,ICE,KC,2,EW,ICE Coffee C,"Roll on Last Trading Day, Calendar-Weighted Method",26/12/1973
SCF/ICE_KC2_FB,SCF,ICE,KC,2,FB,ICE Coffee C,"Roll on First Day of Month, Backwards Panama Canal Method",26/12/1973
SCF/ICE_KC2_FF,SCF,ICE,KC,2,FF,ICE Coffee C,"Roll on First Day of Month, Forwards Panama Canal Method",26/12/1973
SCF/ICE_KC2_FN,SCF,ICE,KC,2,FN,ICE Coffee C,"Roll on First Day of Month, No Price Adjustment",26/12/1973
SCF/ICE_KC2_FR,SCF,ICE,KC,2,FR,ICE Coffee C,"Roll on First Day of Month, Backwards Ratio Method",26/12/1973
SCF/ICE_KC2_FW,SCF,ICE,KC,2,FW,ICE Coffee C,"Roll on First Day of Month, Calendar-Weighted Method",26/12/1973
SCF/ICE_KC2_OB,SCF,ICE,KC,2,OB,ICE Coffee C,"Roll on Open Interest Switch, Backwards Panama Canal Method",26/12/1973
SCF/ICE_KC2_OF,SCF,ICE,KC,2,OF,ICE Coffee C,"Roll on Open Interest Switch, Forwards Panama Canal Method",26/12/1973
SCF/ICE_KC2_ON,SCF,ICE,KC,2,ON,ICE Coffee C,"Roll on Open Interest Switch, No Price Adjustment",26/12/1973
SCF/ICE_KC2_OR,SCF,ICE,KC,2,OR,ICE Coffee C,"Roll on Open Interest Switch, Backwards Ratio Method",26/12/1973
SCF/ICE_CT1_EB,SCF,ICE,CT,1,EB,ICE Cotton,"Roll on Last Trading Day, Backwards Panama Canal Method",06/12/1972
SCF/ICE_CT1_EF,SCF,ICE,CT,1,EF,ICE Cotton,"Roll on Last Trading Day, Forwards Panama Canal Method",06/12/1972
SCF/ICE_CT1_EN,SCF,ICE,CT,1,EN,ICE Cotton,"Roll on Last Trading Day, No Price Adjustment",06/12/1972
SCF/ICE_CT1_ER,SCF,ICE,CT,1,ER,ICE Cotton,"Roll on Last Trading Day, Backwards Ratio Method",06/12/1972
SCF/ICE_CT1_EW,SCF,ICE,CT,1,EW,ICE Cotton,"Roll on Last Trading Day, Calendar-Weighted Method",06/12/1972
SCF/ICE_CT1_FB,SCF,ICE,CT,1,FB,ICE Cotton,"Roll on First Day of Month, Backwards Panama Canal Method",06/12/1972
SCF/ICE_CT1_FF,SCF,ICE,CT,1,FF,ICE Cotton,"Roll on First Day of Month, Forwards Panama Canal Method",06/12/1972
SCF/ICE_CT1_FN,SCF,ICE,CT,1,FN,ICE Cotton,"Roll on First Day of Month, No Price Adjustment",06/12/1972
SCF/ICE_CT1_FR,SCF,ICE,CT,1,FR,ICE Cotton,"Roll on First Day of Month, Backwards Ratio Method",06/12/1972
SCF/ICE_CT1_FW,SCF,ICE,CT,1,FW,ICE Cotton,"Roll on First Day of Month, Calendar-Weighted Method",06/12/1972
SCF/ICE_CT1_OB,SCF,ICE,CT,1,OB,ICE Cotton,"Roll on Open Interest Switch, Backwards Panama Canal Method",06/12/1972
SCF/ICE_CT1_OF,SCF,ICE,CT,1,OF,ICE Cotton,"Roll on Open Interest Switch, Forwards Panama Canal Method",06/12/1972
SCF/ICE_CT1_ON,SCF,ICE,CT,1,ON,ICE Cotton,"Roll on Open Interest Switch, No Price Adjustment",06/12/1972
SCF/ICE_CT1_OR,SCF,ICE,CT,1,OR,ICE Cotton,"Roll on Open Interest Switch, Backwards Ratio Method",06/12/1972
SCF/ICE_CT2_EB,SCF,ICE,CT,2,EB,ICE Cotton,"Roll on Last Trading Day, Backwards Panama Canal Method",06/12/1972
SCF/ICE_CT2_EF,SCF,ICE,CT,2,EF,ICE Cotton,"Roll on Last Trading Day, Forwards Panama Canal Method",06/12/1972
SCF/ICE_CT2_EN,SCF,ICE,CT,2,EN,ICE Cotton,"Roll on Last Trading Day, No Price Adjustment",06/12/1972
SCF/ICE_CT2_ER,SCF,ICE,CT,2,ER,ICE Cotton,"Roll on Last Trading Day, Backwards Ratio Method",06/12/1972
SCF/ICE_CT2_EW,SCF,ICE,CT,2,EW,ICE Cotton,"Roll on Last Trading Day, Calendar-Weighted Method",06/12/1972
SCF/ICE_CT2_FB,SCF,ICE,CT,2,FB,ICE Cotton,"Roll on First Day of Month, Backwards Panama Canal Method",06/12/1972
SCF/ICE_CT2_FF,SCF,ICE,CT,2,FF,ICE Cotton,"Roll on First Day of Month, Forwards Panama Canal Method",06/12/1972
SCF/ICE_CT2_FN,SCF,ICE,CT,2,FN,ICE Cotton,"Roll on First Day of Month, No Price Adjustment",06/12/1972
